time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate
Academic year,201314,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,state-funded primary,50,15287,5,0.03271,311,2.03441,136,0.88964
Academic year,201314,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,75,28616,19,0.0664,1380,4.82248,710,2.48113
Academic year,201314,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,state-funded primary,31,10145,0,0,56,0.552,34,0.33514
Academic year,201314,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,38,16904,1,0.00592,429,2.53786,211,1.24823
Academic year,201314,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,special,4,205,1,0.4878,17,8.29268,13,6.34146
Academic year,201314,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,43,26729,0,0,580,2.16993,375,1.40297
Academic year,201314,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,special,27,3641,1,0.02746,489,13.43038,237,6.5092
Academic year,201314,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,578,219580,87,0.03962,11565,5.26687,5645,2.57082
Academic year,201314,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,state-funded primary,79,23905,9,0.03765,805,3.3675,264,1.10437
Academic year,201314,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,special,3,258,0,0,6,2.32558,3,1.16279
Academic year,201314,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,special,15,992,1,0.10081,70,7.05645,38,3.83065
Academic year,201314,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,387,147196,50,0.03397,4170,2.83296,2106,1.43075
Academic year,201314,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,state-funded secondary,39,44394,51,0.11488,2121,4.77767,1190,2.68054
Academic year,201314,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,282,106862,66,0.06176,2907,2.72033,1557,1.45702
Academic year,201314,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,79,24947,9,0.03608,827,3.31503,470,1.88399
Academic year,201314,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",special,9,722,0,0,223,30.88643,98,13.57341
Academic year,201314,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,134,52784,46,0.08715,2822,5.34632,1476,2.7963
Academic year,201314,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,state-funded primary,91,21678,6,0.02768,197,0.90876,80,0.36904
Academic year,201314,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,state-funded secondary,17,17043,29,0.17016,1330,7.80379,644,3.77868
Academic year,201314,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,112,39097,35,0.08952,1632,4.17423,747,1.91063
Academic year,201314,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,special,5,330,0,0,3,0.90909,3,0.90909
Academic year,201314,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,state-funded primary,27,11555,4,0.03462,283,2.44916,105,0.9087
Academic year,201314,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,state-funded secondary,12,9651,20,0.20723,859,8.90063,458,4.74562
Academic year,201314,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,special,6,535,0,0,43,8.03738,30,5.60748
Academic year,201314,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,234,65385,13,0.01988,1940,2.96704,1028,1.57223
Academic year,201314,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,78,31052,14,0.04509,1506,4.84993,748,2.40886
Academic year,201314,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,360,94759,73,0.07704,2844,3.0013,1369,1.44472
Academic year,201314,Regional,E92000001,England,E12000002,North West,,,,state-funded secondary,456,414153,638,0.15405,29209,7.05271,15873,3.83264
Academic year,201314,Regional,E92000001,England,E12000004,East Midlands,,,,state-funded primary,1639,373679,95,0.02542,3550,0.95001,1770,0.47367
Academic year,201314,Regional,E92000001,England,E13000002,Outer London,,,,special,81,8564,1,0.01168,1138,13.28818,374,4.36712
Academic year,201314,Regional,E92000001,England,E13000002,Outer London,,,,state-funded secondary,291,321754,421,0.13085,18195,5.65494,11771,3.65838
Academic year,201314,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,state-funded primary,67,15726,1,0.00636,67,0.42605,36,0.22892
Academic year,201314,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,state-funded primary,81,23278,6,0.02578,178,0.76467,103,0.44248
Academic year,201314,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,state-funded primary,30,9149,0,0,13,0.14209,11,0.12023
Academic year,201314,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,state-funded secondary,5,5549,1,0.01802,321,5.78483,179,3.22581
Academic year,201314,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,37,14881,1,0.00672,337,2.26463,193,1.29696
Academic year,201314,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,state-funded primary,44,12618,0,0,61,0.48344,36,0.28531
Academic year,201314,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,state-funded secondary,11,8389,0,0,602,7.17606,366,4.36286
Academic year,201314,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,state-funded secondary,12,10365,19,0.18331,676,6.52195,374,3.6083
Academic year,201314,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,special,4,394,0,0,130,32.99492,36,9.13706
Academic year,201314,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,special,6,536,1,0.18657,79,14.73881,44,8.20896
Academic year,201314,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,state-funded secondary,20,17813,9,0.05052,681,3.82305,467,2.62168
Academic year,201314,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,101,40462,13,0.03213,1007,2.48875,613,1.515
Academic year,201314,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,state-funded secondary,14,10782,27,0.25042,678,6.28826,402,3.72844
Academic year,201314,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,state-funded secondary,12,11861,36,0.30352,1331,11.22165,714,6.01973
Academic year,201314,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,85,32982,40,0.12128,1656,5.02092,843,2.55594
Academic year,201314,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,95,32777,37,0.11288,849,2.59023,525,1.60173
Academic year,201314,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,state-funded primary,67,21278,0,0,102,0.47937,43,0.20209
Academic year,201314,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,special,6,644,0,0,58,9.00621,31,4.81366
Academic year,201314,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,state-funded primary,49,10054,1,0.00995,71,0.70619,37,0.36801
Academic year,201314,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,special,4,298,0,0,70,23.48993,33,11.07383
Academic year,201314,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,state-funded primary,69,18175,0,0,155,0.85282,74,0.40715
Academic year,201314,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,42,19110,11,0.05756,1038,5.43171,531,2.77865
Academic year,201314,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,state-funded primary,124,28109,1,0.00356,249,0.88584,95,0.33797
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,state-funded secondary,17,19071,1,0.00524,2816,14.76587,978,5.12821
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,state-funded primary,96,24168,6,0.02483,273,1.12959,129,0.53376
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,special,7,701,0,0,126,17.97432,41,5.84879
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,special,8,1098,1,0.09107,264,24.04372,82,7.46812
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,special,3,278,0,0,1,0.35971,1,0.35971
Academic year,201314,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,60,23441,25,0.10665,1029,4.38974,578,2.46577
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,special,10,813,0,0,185,22.75523,49,6.02706
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,state-funded secondary,55,43133,10,0.02318,2333,5.40885,1174,2.72181
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,special,12,961,0,0,42,4.37045,31,3.22581
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,state-funded primary,277,53029,36,0.06789,558,1.05225,313,0.59024
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,state-funded secondary,54,47157,108,0.22902,2407,5.10423,1430,3.03242
Academic year,201314,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,313,108447,126,0.11619,4361,4.02132,2103,1.9392
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,111,51733,21,0.04059,1605,3.10247,925,1.78803
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,special,7,725,1,0.13793,123,16.96552,44,6.06897
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,state-funded primary,94,33431,7,0.02094,242,0.72388,134,0.40083
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,special,7,591,1,0.1692,165,27.91878,63,10.6599
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,state-funded primary,74,23639,4,0.01692,131,0.55417,79,0.33419
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,state-funded primary,181,40251,11,0.02733,433,1.07575,213,0.52918
Academic year,201314,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,152,37817,37,0.09784,1177,3.11236,668,1.7664
Academic year,201314,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,65,34796,18,0.05173,951,2.73307,650,1.86803
Academic year,201314,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,state-funded secondary,23,14636,23,0.15715,627,4.28396,345,2.3572
Academic year,201314,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,special,4,470,0,0,46,9.78723,24,5.10638
Academic year,201314,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,special,18,2288,2,0.08741,137,5.98776,68,2.97203
Academic year,201314,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,state-funded primary,40,16085,1,0.00622,141,0.87659,74,0.46006
Academic year,201314,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,state-funded primary,88,24777,11,0.0444,257,1.03725,130,0.52468
Academic year,201314,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,state-funded primary,152,36702,11,0.02997,431,1.17432,210,0.57218
Academic year,201314,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,state-funded primary,54,18849,1,0.00531,355,1.88339,146,0.77458
Academic year,201314,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,523,169045,51,0.03017,5858,3.46535,3029,1.79183
Academic year,201314,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,special,7,622,0,0,86,13.82637,48,7.71704
Academic year,201314,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,state-funded primary,68,19950,7,0.03509,188,0.94236,89,0.44612
Academic year,201314,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,state-funded secondary,9,8541,7,0.08196,562,6.58003,314,3.67638
Academic year,201314,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,42,19030,11,0.0578,819,4.30373,423,2.22281
Academic year,201314,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,state-funded primary,246,43860,18,0.04104,485,1.10579,227,0.51756
Academic year,201314,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,298,83284,87,0.10446,3002,3.60453,1527,1.83349
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,state-funded primary,36,10477,2,0.01909,62,0.59177,39,0.37224
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,state-funded primary,61,23327,14,0.06002,444,1.90337,257,1.10173
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,state-funded primary,59,19483,6,0.0308,189,0.97008,109,0.55946
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,state-funded secondary,10,10026,7,0.06982,765,7.63016,530,5.28626
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,state-funded secondary,11,12565,33,0.26263,1079,8.58735,718,5.71429
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,state-funded primary,66,35437,2,0.00564,137,0.3866,80,0.22575
Academic year,201314,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,86,55270,41,0.07418,1189,2.15126,705,1.27556
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,state-funded secondary,10,13481,10,0.07418,322,2.38855,229,1.69869
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,119,53673,43,0.08011,1247,2.32333,837,1.55944
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,special,5,428,1,0.23364,115,26.86916,53,12.38318
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,special,6,620,0,0,2,0.32258,1,0.16129
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,state-funded primary,66,31826,3,0.00943,207,0.65041,117,0.36762
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,special,6,547,0,0,40,7.31261,18,3.29068
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,93,48475,23,0.04745,1393,2.87365,816,1.68334
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,74,40023,26,0.06496,1235,3.08573,742,1.85393
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,state-funded secondary,8,8770,4,0.04561,604,6.88712,360,4.1049
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,75,52530,15,0.02856,1166,2.21968,764,1.45441
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,60,34880,22,0.06307,1251,3.58658,697,1.99828
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,state-funded primary,51,25138,0,0,123,0.4893,89,0.35405
Academic year,201314,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,72,41241,1,0.00242,1316,3.191,864,2.095
Academic year,201314,Regional,E92000001,England,E12000001,North East,,,,Total,1123,375998,235,0.0625,11803,3.13911,6312,1.67873
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,428,110611,154,0.13923,3803,3.43818,1950,1.76293
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,state-funded primary,255,55216,14,0.02535,1095,1.98312,435,0.78782
Academic year,201415,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,special,6,719,0,0,263,36.57858,80,11.12656
Academic year,201415,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,special,12,1086,0,0,193,17.77164,69,6.35359
Academic year,201415,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,state-funded primary,152,37478,14,0.03736,585,1.56092,259,0.69107
Academic year,201415,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,special,8,520,0,0,67,12.88462,31,5.96154
Academic year,201415,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,special,6,460,0,0,57,12.3913,28,6.08696
Academic year,201415,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,state-funded secondary,13,9844,17,0.17269,711,7.22267,429,4.35798
Academic year,201415,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,special,2,255,0,0,2,0.78431,2,0.78431
Academic year,201415,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,state-funded secondary,10,11580,16,0.13817,728,6.2867,368,3.17789
Academic year,201415,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,state-funded secondary,13,10762,3,0.02788,441,4.09775,316,2.93626
Academic year,201415,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,577,221858,95,0.04282,11049,4.98021,5627,2.53631
Academic year,201415,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,52,16816,4,0.02379,1232,7.32636,450,2.67602
Academic year,201415,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,286,90260,40,0.04432,2951,3.26944,1479,1.6386
Academic year,201415,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,state-funded primary,303,87486,23,0.02629,951,1.08703,429,0.49036
Academic year,201415,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,75,29100,39,0.13402,749,2.57388,431,1.4811
Academic year,201415,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,state-funded secondary,18,16429,25,0.15217,1137,6.92069,583,3.5486
Academic year,201415,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,state-funded primary,130,25391,2,0.00788,275,1.08306,125,0.4923
Academic year,201415,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,special,5,319,0,0,1,0.31348,1,0.31348
Academic year,201415,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,special,2,402,0,0,11,2.73632,6,1.49254
Academic year,201415,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,236,65967,15,0.02274,2195,3.32742,1139,1.72662
Academic year,201415,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,state-funded secondary,12,12201,25,0.2049,1230,10.08114,595,4.87665
Academic year,201415,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,state-funded secondary,18,16807,12,0.0714,925,5.50366,576,3.42714
Academic year,201415,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,298,83808,107,0.12767,2977,3.55217,1547,1.84589
Academic year,201415,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,special,1,82,0,0,16,19.5122,10,12.19512
Academic year,201415,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,state-funded primary,26,7344,0,0,32,0.43573,19,0.25871
Academic year,201415,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,33,12058,8,0.06635,394,3.26754,282,2.3387
Academic year,201415,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,state-funded secondary,10,11803,54,0.45751,580,4.914,365,3.09243
Academic year,201415,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,state-funded primary,55,16521,0,0,45,0.27238,30,0.18159
Academic year,201415,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,state-funded secondary,16,13097,13,0.09926,499,3.81003,324,2.47385
Academic year,201415,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,166,68445,69,0.10081,2307,3.37059,1575,2.30112
Academic year,201415,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,state-funded secondary,9,9974,1,0.01003,843,8.45198,435,4.36134
Academic year,201415,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,state-funded secondary,19,18333,3,0.01636,1364,7.44014,689,3.75825
Academic year,201415,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,special,3,537,0,0,122,22.71881,44,8.19367
Academic year,201415,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,state-funded primary,85,25632,4,0.01561,156,0.60861,96,0.37453
Academic year,201415,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,94,33639,40,0.11891,1284,3.817,651,1.93525
Academic year,201415,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,special,4,299,0,0,1,0.33445,1,0.33445
Academic year,201415,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,state-funded secondary,85,66058,192,0.29065,4403,6.66535,2364,3.57867
Academic year,201415,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,state-funded primary,55,15167,2,0.01319,133,0.8769,74,0.4879
Academic year,201415,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,special,3,307,0,0,0,0,0,0
Academic year,201415,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,state-funded primary,30,11750,0,0,140,1.19149,89,0.75745
Academic year,201415,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,state-funded primary,130,26872,1,0.00372,240,0.89312,103,0.3833
Academic year,201415,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,special,5,473,0,0,1,0.21142,1,0.21142
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,state-funded secondary,12,11545,6,0.05197,4849,42.00087,1076,9.32005
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,91,32655,7,0.02144,5166,15.81994,1243,3.80646
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,special,6,544,0,0,41,7.53676,23,4.22794
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,state-funded primary,93,24437,5,0.02046,401,1.64095,189,0.77342
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,special,8,948,0,0,24,2.53165,18,1.89873
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,special,4,336,0,0,8,2.38095,7,2.08333
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,special,7,692,0,0,61,8.81503,29,4.19075
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,state-funded primary,221,70040,2,0.00286,324,0.46259,182,0.25985
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,269,115529,28,0.02424,5584,4.83342,2352,2.03585
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,special,5,412,0,0,104,25.24272,34,8.25243
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",state-funded primary,71,24381,6,0.02461,261,1.07051,128,0.525
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Total,146,45725,17,0.03718,1253,2.7403,591,1.29251
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,state-funded primary,47,14318,3,0.02095,161,1.12446,81,0.56572
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,59,23393,41,0.17527,1082,4.62532,566,2.41953
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Total,368,81951,48,0.05857,3047,3.71808,1409,1.71932
Academic year,201415,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,state-funded primary,50,14232,0,0,146,1.02586,69,0.48482
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,state-funded secondary,14,16054,30,0.18687,1380,8.59599,761,4.74025
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,state-funded primary,223,50527,12,0.02375,324,0.64124,161,0.31864
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,state-funded secondary,18,17932,8,0.04461,1477,8.23667,818,4.56168
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,97,42738,55,0.12869,2950,6.90252,1362,3.18686
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,state-funded primary,280,54061,37,0.06844,583,1.07841,316,0.58452
Academic year,201415,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,state-funded primary,255,61959,20,0.03228,1025,1.65432,394,0.6359
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,state-funded primary,84,31365,3,0.00956,437,1.39327,198,0.63128
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,state-funded secondary,22,20640,17,0.08236,1226,5.93992,739,3.58043
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,special,4,477,0,0,111,23.27044,38,7.96646
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,special,4,599,0,0,95,15.85977,42,7.01169
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,state-funded primary,181,40775,8,0.01962,482,1.1821,251,0.61557
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,special,2,435,1,0.22989,50,11.49425,26,5.97701
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,state-funded secondary,21,16070,26,0.16179,1024,6.37212,545,3.39141
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,152,37704,39,0.10344,1311,3.47708,684,1.81413
Academic year,201415,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,special,4,496,0,0,185,37.29839,46,9.27419
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,special,3,395,0,0,1,0.25316,1,0.25316
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,state-funded primary,48,22151,0,0,115,0.51916,70,0.31601
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,state-funded secondary,13,13203,18,0.13633,1267,9.5963,764,5.78656
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,74,34105,20,0.05864,1491,4.37179,769,2.2548
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,state-funded primary,36,14987,0,0,94,0.62721,45,0.30026
Academic year,201415,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,state-funded secondary,13,12905,5,0.03874,821,6.36188,396,3.06858
