time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate
Academic year,200910,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,37,15451,15,0.09708,447,2.89302,278,1.79924
Academic year,200910,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,state-funded primary,45,8753,1,0.01142,10,0.11425,6,0.06855
Academic year,200910,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,state-funded primary,27,12865,0,0,75,0.58298,48,0.37311
Academic year,200910,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,state-funded secondary,11,10071,4,0.03972,517,5.13355,351,3.48525
Academic year,200910,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,state-funded primary,449,108722,24,0.02207,1350,1.2417,649,0.59694
Academic year,200910,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,136,47758,45,0.09423,2960,6.19791,1528,3.19946
Academic year,200910,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,special,7,600,0,0,180,30,56,9.33333
Academic year,200910,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,state-funded secondary,41,39926,65,0.1628,2445,6.12383,1423,3.56409
Academic year,200910,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,special,8,460,1,0.21739,106,23.04348,44,9.56522
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,state-funded secondary,9,9910,11,0.111,836,8.43592,537,5.41877
Academic year,200910,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,state-funded primary,54,12977,1,0.00771,75,0.57795,49,0.37759
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,407,108567,139,0.12803,4539,4.18083,2349,2.16364
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,98,38465,33,0.08579,1756,4.56519,975,2.53477
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,special,7,738,1,0.1355,202,27.37127,70,9.48509
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,special,12,1082,1,0.09242,204,18.85397,84,7.7634
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,state-funded primary,78,26811,2,0.00746,191,0.71239,121,0.45131
Academic year,200910,National,E92000001,England,,,,,,state-funded primary,16973,4096582,619,0.01511,37212,0.90837,19399,0.47354
Academic year,200910,National,E92000001,England,,,,,,Total,21352,7466884,5741.02,0.07689,331380,4.438,179757,2.40739
Academic year,200910,National,E92000001,England,,,,,,state-funded secondary,3336,3278485,5020.02,0.15312,279262,8.51802,154474,4.71175
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,state-funded primary,94,30289,12,0.03962,297,0.98055,174,0.57447
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,state-funded secondary,18,20454,52,0.25423,1981,9.68515,1300,6.35573
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,116,51080,64,0.12529,2326,4.55364,1507,2.95027
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,state-funded secondary,18,15498,1,0.00645,1177,7.59453,794,5.12324
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,state-funded secondary,68,57662,90,0.15608,3352,5.81319,2076,3.60029
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,special,5,499,0,0,51,10.22044,31,6.21242
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",special,4,232,0,0,8,3.44828,7,3.01724
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",state-funded secondary,15,10068,18,0.17878,706,7.01232,415,4.12197
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,special,2,326,1,0.30675,41,12.57669,16,4.90798
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,special,3,307,0,0,0,0,0,0
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,state-funded secondary,12,12296,21,0.17079,1110,9.02733,673,5.47332
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,state-funded primary,96,15796,6,0.03798,154,0.97493,69,0.43682
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,state-funded primary,201,43962,5,0.01137,319,0.72563,158,0.3594
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,state-funded secondary,12,13033,5,0.03836,1026,7.87232,502,3.85176
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,state-funded primary,43,14051,1,0.00712,216,1.53726,137,0.97502
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,55,23276,13,0.05585,983,4.22323,510,2.1911
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,state-funded secondary,82,81208,67,0.0825,5684,6.99931,3428,4.22126
Academic year,200910,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,special,1,179,0,0,0,0,0,0
Academic year,200910,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,special,2,163,1,0.6135,42,25.76687,17,10.42945
Academic year,200910,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,60,19207,22,0.11454,544,2.8323,322,1.67647
Academic year,200910,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,61,23014,19,0.08256,746,3.24151,392,1.70331
Academic year,200910,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,state-funded primary,85,22220,0,0,528,2.37624,198,0.89109
Academic year,200910,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,state-funded primary,46,6308,0,0,36,0.5707,14,0.22194
Academic year,200910,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",state-funded primary,106,29502,3,0.01017,824,2.79303,351,1.18975
Academic year,200910,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",state-funded secondary,21,17516,40,0.22836,1905,10.87577,1064,6.07445
Academic year,200910,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,state-funded secondary,9,8460,10,0.1182,799,9.44444,331,3.91253
Academic year,200910,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,special,6,501,0,0,33,6.58683,20,3.99202
Academic year,200910,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,state-funded primary,315,51881,8,0.01542,506,0.97531,227,0.43754
Academic year,200910,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,state-funded primary,31,9539,0,0,65,0.68141,41,0.42981
Academic year,200910,National,E92000001,England,,,,,,special,1043,91817,102,0.11109,14906,16.23447,5884,6.4084
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,79,42688,45.9412,0.10762,1756,4.11357,1148,2.68928
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,special,6,548,0,0,2,0.36496,2,0.36496
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,state-funded secondary,14,16684,42,0.25174,1294,7.75593,807,4.83697
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,state-funded primary,43,16134,0,0,114,0.70658,73,0.45246
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,state-funded secondary,16,14818,8,0.05399,1713,11.56026,1069,7.2142
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,343,115189,130,0.11286,5401,4.68882,2965,2.57403
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,state-funded primary,79,23189,6,0.02587,267,1.15141,155,0.66842
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,state-funded secondary,14,14942,52,0.34801,1936,12.95677,1091,7.30157
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,state-funded primary,277,50632,25,0.04938,562,1.10997,309,0.61029
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,358,101529,124.079,0.12221,3237,3.18825,1996,1.96594
Academic year,200910,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,state-funded secondary,41,48051,107,0.22268,4519,9.40459,2192,4.56182
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,state-funded primary,85,27611,2,0.00724,249,0.90181,130,0.47083
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,386,120570,114,0.09455,3863,3.20395,2368,1.964
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,157,38433,11,0.02862,1648,4.28798,915,2.38077
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,73,26387,29,0.1099,1960,7.4279,978,3.70637
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,state-funded secondary,22,14907,8,0.05367,728,4.88361,428,2.87113
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,state-funded secondary,33,22464,70,0.31161,1407,6.26335,762,3.39209
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,135,38702,76,0.19637,1638,4.23234,869,2.24536
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,239,77523,15,0.01935,2506,3.23259,1474,1.90137
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,state-funded secondary,78,89116,69,0.07743,8227,9.23179,4566,5.12366
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,special,26,2126,4,0.18815,627,29.492,196,9.21919
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,special,9,893,2,0.22396,38,4.25532,21,2.35162
Academic year,200910,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,state-funded secondary,34,34929,44,0.12597,2285,6.54184,1397,3.99954
Academic year,200910,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,state-funded primary,54,17353,0,0,173,0.99695,77,0.44373
Academic year,200910,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,state-funded primary,428,94466,6,0.00635,1114,1.17926,508,0.53776
Academic year,200910,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,526,167039,71,0.04251,8285,4.95992,4251,2.54491
Academic year,200910,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,state-funded secondary,10,9090,5,0.05501,1136,12.49725,551,6.06161
Academic year,200910,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,special,6,355,0,0,112,31.5493,39,10.98592
Academic year,200910,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,state-funded secondary,6,6368,14,0.21985,409,6.42274,249,3.91018
Academic year,200910,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,special,3,283,0,0,22,7.77385,14,4.947
Academic year,200910,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,special,29,3258,7,0.21486,435,13.35175,216,6.62983
Academic year,200910,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,special,4,509,0,0,25,4.91159,14,2.75049
Academic year,200910,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,107,42324,3,0.00709,2475,5.84775,1156,2.73131
Academic year,200910,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,state-funded primary,232,47682,2,0.00419,323,0.6774,162,0.33975
Academic year,200910,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,282,85290,44,0.05159,3478,4.07785,1863,2.18431
Academic year,200910,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,78,24781,5,0.02018,1220,4.92313,575,2.32033
Academic year,200910,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,state-funded secondary,10,12759,14,0.10973,747,5.85469,453,3.55043
Academic year,200910,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,112,39619,20,0.05048,1956,4.93703,974,2.45842
Academic year,200910,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,special,5,328,0,0,19,5.79268,11,3.35366
Academic year,200910,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,state-funded primary,27,10138,0,0,208,2.05169,75,0.73979
Academic year,200910,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,state-funded primary,68,18592,0,0,44,0.23666,34,0.18287
Academic year,200910,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,state-funded secondary,16,18223,10,0.05488,723,3.96751,530,2.90841
Academic year,200910,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,special,3,317,0,0,16,5.04732,13,4.10095
Academic year,200910,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,273,69827,11,0.01575,1736,2.48614,1062,1.5209
Academic year,200910,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,special,13,1035,2,0.19324,561,54.2029,121,11.69082
Academic year,200910,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,state-funded secondary,39,31276,41,0.13109,2903,9.28188,1465,4.6841
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Total,1,233,0,0,0,0,0,0
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,special,5,318,0,0,23,7.2327,14,4.40252
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,state-funded primary,34,9945,1,0.01006,98,0.98542,62,0.62343
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,state-funded primary,44,13820,2,0.01447,194,1.40376,96,0.69465
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,state-funded secondary,10,8090,16,0.19778,984,12.16316,614,7.58962
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,57,22203,18,0.08107,1189,5.35513,718,3.2338
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,state-funded secondary,13,9928,45,0.45326,1328,13.37631,847,8.53143
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,state-funded secondary,14,14179,40,0.28211,1034,7.29247,716,5.04972
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,special,6,321,0,0,38,11.83801,22,6.85358
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,special,5,406,0,0,2,0.49261,2,0.49261
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,state-funded primary,63,21956,7,0.03188,165,0.7515,87,0.39625
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,state-funded secondary,15,18426,27,0.14653,2047,11.1093,1254,6.8056
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,special,1,236,0,0,2,0.84746,1,0.42373
Academic year,200910,Regional,E92000001,England,E12000004,East Midlands,,,,state-funded primary,1651,350059,89,0.02542,3436,0.98155,1768,0.50506
Academic year,200910,Regional,E92000001,England,E12000004,East Midlands,,,,Total,2030,652285,659.079,0.10104,28494,4.36834,15413,2.36292
Academic year,200910,Regional,E92000001,England,E12000005,West Midlands,,,,Total,2319,839206,796,0.09485,39767,4.73865,22769,2.71316
Academic year,200910,Regional,E92000001,England,E12000006,East of England,,,,state-funded primary,2020,432139,55,0.01273,3774,0.87333,1917,0.44361
Academic year,200910,Regional,E92000001,England,E13000002,Outer London,,,,state-funded secondary,277,312045,627.941,0.20123,23764,7.61557,14853,4.75989
Academic year,200910,Regional,E92000001,England,E12000004,East Midlands,,,,state-funded secondary,297,295443,565.079,0.19127,24190,8.1877,13285,4.49664
Academic year,200910,Regional,E92000001,England,E12000005,West Midlands,,,,special,124,12558,11,0.08759,1702,13.55311,781,6.21914
Academic year,200910,Regional,E92000001,England,E12000009,South West,,,,Total,2306,699008,420,0.06009,29287,4.18979,15402,2.20341
Academic year,200910,Regional,E92000001,England,E13000002,Outer London,,,,Total,1454,732396,676.941,0.09243,27863,3.80436,17011,2.32265
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,special,4,337,0,0,48,14.24332,33,9.79228
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,special,5,441,1,0.22676,187,42.40363,60,13.60544
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,state-funded primary,86,25723,4,0.01555,222,0.86304,109,0.42375
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,special,7,646,0,0,86,13.31269,44,6.81115
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,100,22685,18,0.07935,797,3.51333,482,2.12475
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,state-funded secondary,14,11845,25,0.21106,1596,13.47404,802,6.77079
Academic year,200910,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,state-funded primary,194,39950,13,0.03254,455,1.13892,222,0.55569
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,66,31768,21,0.0661,1230,3.87182,747,2.35142
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,state-funded primary,468,104311,14,0.01342,1025,0.98264,504,0.48317
Academic year,200910,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,504,176275,77,0.04368,7059,4.00454,4019,2.27996
Academic year,200910,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Total,228,75956,48,0.06319,2669,3.51388,1582,2.08278
Academic year,200910,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,special,6,616,2,0.32468,211,34.25325,59,9.57792
Academic year,200910,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,state-funded primary,155,34922,10,0.02864,368,1.05378,188,0.53834
Academic year,200910,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,194,63694,63,0.09891,3122,4.90156,1544,2.42409
Academic year,200910,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,special,27,2441,3,0.1229,403,16.50963,163,6.67759
Academic year,200910,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,state-funded secondary,71,70132,62,0.0884,6768,9.65037,3580,5.10466
Academic year,200910,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,state-funded secondary,13,10291,20,0.19434,492,4.78088,299,2.90545
Academic year,200910,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,state-funded secondary,10,12134,8,0.06593,768,6.32932,409,3.37069
Academic year,200910,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,special,3,330,3,0.90909,80,24.24242,44,13.33333
Academic year,200910,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,state-funded secondary,100,101215,144,0.14227,10500,10.37396,5704,5.63553
Academic year,200910,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,special,3,271,0,0,0,0,0,0
Academic year,200910,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,special,16,943,3,0.31813,99,10.49841,53,5.62036
Academic year,200910,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,287,103247,102,0.09879,4404,4.2655,2261,2.18989
Academic year,200910,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,state-funded secondary,13,12590,5,0.03971,1020,8.10167,509,4.04289
Academic year,200910,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,special,3,314,0,0,6,1.91083,5,1.59236
Academic year,200910,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Total,173,54164,8,0.01477,2061,3.80511,1194,2.20442
Academic year,200910,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,special,6,412,0,0,152,36.8932,63,15.29126
Academic year,200910,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,state-funded secondary,37,42740,54,0.12635,3421,8.00421,1808,4.23023
Academic year,200910,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,42,18580,4,0.02153,594,3.19699,369,1.98601
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,special,4,283,0,0,42,14.84099,16,5.65371
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,state-funded primary,53,18077,4,0.02213,386,2.13531,186,1.02893
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,state-funded secondary,9,7054,22,0.31188,420,5.95407,322,4.56479
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,special,3,293,0,0,11,3.75427,8,2.73038
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,state-funded secondary,16,13126,48,0.36569,1608,12.2505,1056,8.0451
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,state-funded primary,69,23214,0,0,48,0.20677,30,0.12923
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,state-funded secondary,15,14783,20,0.13529,971,6.56836,667,4.51194
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,90,38318,20,0.05219,1057,2.75849,719,1.8764
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,special,8,673,2,0.29718,150,22.28826,64,9.50966
Academic year,200910,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,75,30006,53,0.17663,1049,3.49597,679,2.26288
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,special,4,372,0,0,258,69.35484,64,17.2043
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,state-funded primary,57,20266,4,0.01974,107,0.52798,77,0.37995
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,state-funded secondary,15,17977,40.9412,0.22774,1485,8.26056,984,5.47366
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,special,4,454,1,0.22026,124,27.31278,44,9.69163
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,95,46822,44,0.09397,1101,2.35146,678,1.44804
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,113,51237,74,0.14443,1863,3.63604,1132,2.20934
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,state-funded secondary,18,22258,56,0.25159,1514,6.80205,970,4.35798
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,89,51414,56,0.10892,1740,3.38429,1110,2.15895
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,80,36152,25,0.06915,1099,3.03994,732,2.02478
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,special,3,250,0,0,5,2,3,1.2
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,special,2,140,0,0,8,5.71429,7,5
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,state-funded primary,52,22198,0,0,106,0.47752,80,0.36039
Academic year,200910,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,73,37690,8,0.02123,1878,4.98275,1186,3.14672
Academic year,200910,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,state-funded primary,49,12460,3,0.02408,101,0.81059,41,0.32905
Academic year,200910,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,state-funded secondary,19,11463,4,0.03489,595,5.19061,337,2.93989
Academic year,200910,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,state-funded primary,308,79530,13,0.01635,551,0.69282,266,0.33446
Academic year,200910,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,state-funded primary,234,56457,6,0.01063,470,0.83249,242,0.42864
Academic year,200910,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,state-funded primary,1,275,0,0,3,1.09091,2,0.72727
Academic year,200910,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,special,3,341,0,0,116,34.0176,28,8.21114
Academic year,200910,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,state-funded primary,62,11850,0,0,84,0.70886,38,0.32068
Academic year,200910,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Total,41,18926,10,0.05284,1026,5.42111,417,2.20332
Academic year,200910,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,state-funded secondary,29,29806,54,0.18117,2541,8.52513,1238,4.15353
Academic year,200910,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,state-funded primary,61,16360,3,0.01834,164,1.00244,72,0.4401
Academic year,200910,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,state-funded secondary,11,12434,16,0.12868,892,7.17388,551,4.4314
Academic year,200910,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,91,37415,10,0.02673,947,2.53107,620,1.65709
Academic year,200910,Regional,E92000001,England,E13000002,Outer London,,,,state-funded primary,1095,412695,44,0.01066,2771,0.67144,1692,0.40999
Academic year,200910,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,special,6,421,0,0,114,27.07838,50,11.87648
Academic year,200910,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,59,22155,21,0.09479,756,3.41232,434,1.95893
Academic year,200910,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,state-funded secondary,13,11377,9,0.07911,1044,9.17641,600,5.2738
Academic year,200910,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,special,7,423,1,0.23641,58,13.71158,29,6.85579
Academic year,200910,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,67,22207,9,0.04053,979,4.40852,580,2.61179
Academic year,200910,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,state-funded primary,54,14643,0,0,91,0.62146,46,0.31414
Academic year,200910,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,special,12,999,0,0,118,11.81181,58,5.80581
Academic year,200910,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,state-funded secondary,24,23304,15,0.06437,1428,6.1277,806,3.45863
Academic year,200910,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,state-funded primary,94,25147,2,0.00795,447,1.77755,192,0.76351
