academic_year,exam_year,Area,Area_code,Pupil_group,school_type_short,x_value,n_value,x_percent
2018-19,2019,Gateshead,E08000037,FSM,Total,5003,25034,0.199848206
2018-19,2019,Gateshead,E08000037,Disadvantaged pupils,Total,7802,25034,0.311656148
2018-19,2019,Newcastle upon Tyne,E08000021,FSM,Total,9999,33762,0.296161365
2018-19,2019,Newcastle upon Tyne,E08000021,Disadvantaged pupils,Total,13316,33762,0.394407914
2018-19,2019,North Tyneside,E08000022,FSM,Total,4074,25704,0.158496732
2018-19,2019,North Tyneside,E08000022,Disadvantaged pupils,Total,6878,25704,0.267584812
2018-19,2019,South Tyneside,E08000023,FSM,Total,4567,18942,0.241104424
2018-19,2019,South Tyneside,E08000023,Disadvantaged pupils,Total,6884,18942,0.363425193
2018-19,2019,Sunderland,E08000024,FSM,Total,8675,35485,0.244469494
2018-19,2019,Sunderland,E08000024,Disadvantaged pupils,Total,11692,35485,0.329491334
2018-19,2019,Hartlepool,E06000001,Disadvantaged pupils,Total,5594,13059,0.428363581
2018-19,2019,Hartlepool,E06000001,FSM,Total,4069,13059,0.311585879
2018-19,2019,Middlesbrough,E06000002,FSM,Total,5978,20546,0.290956877
2018-19,2019,Middlesbrough,E06000002,Disadvantaged pupils,Total,9054,20546,0.440669717
2018-19,2019,Redcar and Cleveland,E06000003,FSM,Total,4108,18832,0.218139337
2018-19,2019,Redcar and Cleveland,E06000003,Disadvantaged pupils,Total,6564,18832,0.34855565
2018-19,2019,Stockton-on-Tees,E06000004,FSM,Total,5195,26953,0.192742923
2018-19,2019,Stockton-on-Tees,E06000004,Disadvantaged pupils,Total,8216,26953,0.304826921
2018-19,2019,County Durham,E06000047,FSM,Total,13957,62278,0.224108032
2018-19,2019,County Durham,E06000047,Disadvantaged pupils,Total,20614,62278,0.330999711
2018-19,2019,Darlington,E06000005,FSM,Total,2836,14423,0.196630382
2018-19,2019,Darlington,E06000005,Disadvantaged pupils,Total,4473,14423,0.310129654
2018-19,2019,Northumberland,E06000057,FSM,Total,5880,37708,0.15593508
2018-19,2019,Northumberland,E06000057,Disadvantaged pupils,Total,9228,37708,0.244722605
2018-19,2019,Knowsley,E08000011,FSM,Total,5781,17180,0.336495925
2018-19,2019,Knowsley,E08000011,Disadvantaged pupils,Total,7803,17180,0.45419092
2018-19,2019,Liverpool,E08000012,FSM,Total,16653,59854,0.278227019
2018-19,2019,Liverpool,E08000012,Disadvantaged pupils,Total,23724,59854,0.396364487
2018-19,2019,St. Helens,E08000013,FSM,Total,4155,22912,0.18134602
2018-19,2019,St. Helens,E08000013,Disadvantaged pupils,Total,6953,22912,0.303465433
2018-19,2019,Sefton,E08000014,FSM,Total,5968,33872,0.176192726
2018-19,2019,Sefton,E08000014,Disadvantaged pupils,Total,8907,33872,0.262960557
2018-19,2019,Wirral,E08000015,FSM,Total,8991,42979,0.209195188
2018-19,2019,Wirral,E08000015,Disadvantaged pupils,Total,13237,42979,0.307987622
2018-19,2019,Bolton,E08000001,FSM,Total,8156,42667,0.191154757
2018-19,2019,Bolton,E08000001,Disadvantaged pupils,Total,13094,42667,0.306888227
2018-19,2019,Bury,E08000002,FSM,Total,4551,27658,0.16454552
2018-19,2019,Bury,E08000002,Disadvantaged pupils,Total,7053,27658,0.255007593
2018-19,2019,Manchester,E08000003,FSM,Total,20357,75520,0.269557733
2018-19,2019,Manchester,E08000003,Disadvantaged pupils,Total,32134,75520,0.425503178
2018-19,2019,Oldham,E08000004,FSM,Total,8039,38754,0.207436652
2018-19,2019,Oldham,E08000004,Disadvantaged pupils,Total,12765,38754,0.329385354
2018-19,2019,Rochdale,E08000005,Disadvantaged pupils,Total,10789,32612,0.330829143
2018-19,2019,Rochdale,E08000005,FSM,Total,7001,32612,0.21467558
2018-19,2019,Salford,E08000006,Disadvantaged pupils,Total,12397,32863,0.377232754
2018-19,2019,Salford,E08000006,FSM,Total,8147,32863,0.247907982
2018-19,2019,Stockport,E08000007,FSM,Total,4863,37006,0.131411123
2018-19,2019,Stockport,E08000007,Disadvantaged pupils,Total,8119,37006,0.219396855
2018-19,2019,Tameside,E08000008,FSM,Total,6527,32720,0.19948044
2018-19,2019,Tameside,E08000008,Disadvantaged pupils,Total,10181,32720,0.311155257
2018-19,2019,Trafford,E08000009,FSM,Total,3497,35234,0.099250724
2018-19,2019,Trafford,E08000009,Disadvantaged pupils,Total,5823,35234,0.165266504
2018-19,2019,Wigan,E08000010,FSM,Total,7345,43115,0.170358344
2018-19,2019,Wigan,E08000010,Disadvantaged pupils,Total,11576,43115,0.268491244
2018-19,2019,Halton,E06000006,FSM,Total,5012,17449,0.287237091
2018-19,2019,Halton,E06000006,Disadvantaged pupils,Total,7055,17449,0.404321165
2018-19,2019,Warrington,E06000007,FSM,Total,3829,28394,0.134852434
2018-19,2019,Warrington,E06000007,Disadvantaged pupils,Total,5886,28394,0.207297316
2018-19,2019,Blackburn with Darwen,E06000008,FSM,Total,4115,24430,0.168440442
2018-19,2019,Blackburn with Darwen,E06000008,Disadvantaged pupils,Total,6929,24430,0.283626688
2018-19,2019,Blackpool,E06000009,FSM,Total,5083,17398,0.292160018
2018-19,2019,Blackpool,E06000009,Disadvantaged pupils,Total,7593,17398,0.436429475
2018-19,2019,Cheshire East,E06000049,FSM,Total,4713,46796,0.100713736
2018-19,2019,Cheshire East,E06000049,Disadvantaged pupils,Total,7505,46796,0.160376955
2018-19,2019,Cheshire West and Chester,E06000050,FSM,Total,6019,43339,0.138881839
2018-19,2019,Cheshire West and Chester,E06000050,Disadvantaged pupils,Total,9041,43339,0.208611182
2018-19,2019,Barnsley,E08000016,FSM,Total,6229,30045,0.20732235
2018-19,2019,Barnsley,E08000016,Disadvantaged pupils,Total,9699,30045,0.322815776
2018-19,2019,Doncaster,E08000017,FSM,Total,7550,40305,0.187321672
2018-19,2019,Doncaster,E08000017,Disadvantaged pupils,Total,12410,40305,0.307902245
2018-19,2019,Rotherham,E08000018,FSM,Total,7054,39795,0.17725845
2018-19,2019,Rotherham,E08000018,Disadvantaged pupils,Total,11842,39795,0.297575072
2018-19,2019,Sheffield,E08000019,FSM,Total,15446,69550,0.222084831
2018-19,2019,Sheffield,E08000019,Disadvantaged pupils,Total,23049,69550,0.331401869
2018-19,2019,Bradford,E08000032,FSM,Total,16197,83748,0.193401633
2018-19,2019,Bradford,E08000032,Disadvantaged pupils,Total,26481,83748,0.316198596
2018-19,2019,Calderdale,E08000033,FSM,Total,5469,31714,0.1724475
2018-19,2019,Calderdale,E08000033,Disadvantaged pupils,Total,8552,31714,0.269660087
2018-19,2019,Kirklees,E08000034,FSM,Total,12794,59991,0.213265323
2018-19,2019,Kirklees,E08000034,Disadvantaged pupils,Total,15610,59991,0.260205698
2018-19,2019,Leeds,E08000035,FSM,Total,19427,105627,0.183920778
2018-19,2019,Leeds,E08000035,Disadvantaged pupils,Total,32458,105627,0.307288856
2018-19,2019,Wakefield,E08000036,FSM,Total,7335,45347,0.161752707
2018-19,2019,Wakefield,E08000036,Disadvantaged pupils,Total,12075,45347,0.266280019
2018-19,2019,"Kingston upon Hull, City of",E06000010,FSM,Total,8349,35095,0.237897136
2018-19,2019,"Kingston upon Hull, City of",E06000010,Disadvantaged pupils,Total,12956,35095,0.369169397
2018-19,2019,East Riding of Yorkshire,E06000011,FSM,Total,5586,39631,0.140950266
2018-19,2019,East Riding of Yorkshire,E06000011,Disadvantaged pupils,Total,7949,39631,0.200575307
2018-19,2019,North East Lincolnshire,E06000012,FSM,Total,4102,21128,0.194149943
2018-19,2019,North East Lincolnshire,E06000012,Disadvantaged pupils,Total,6989,21128,0.33079326
2018-19,2019,North Lincolnshire,E06000013,Disadvantaged pupils,Total,6232,22482,0.277199537
2018-19,2019,North Lincolnshire,E06000013,FSM,Total,3655,22482,0.162574504
2018-19,2019,York,E06000014,FSM,Total,1994,21721,0.091800562
2018-19,2019,York,E06000014,Disadvantaged pupils,Total,3505,21721,0.161364578
2018-19,2019,Derby,E06000015,FSM,Total,7163,37726,0.189869056
2018-19,2019,Derby,E06000015,Disadvantaged pupils,Total,11595,37726,0.307347718
2018-19,2019,Leicester,E06000016,FSM,Total,8973,51306,0.174891826
2018-19,2019,Leicester,E06000016,Disadvantaged pupils,Total,14728,51306,0.287061942
2018-19,2019,Rutland,E06000017,FSM,Total,323,5135,0.062901655
2018-19,2019,Rutland,E06000017,Disadvantaged pupils,Total,598,5135,0.116455696
2018-19,2019,Nottingham,E06000018,Disadvantaged pupils,Total,15173,38085,0.39839832
2018-19,2019,Nottingham,E06000018,FSM,Total,10187,38085,0.267480635
2018-19,2019,Birmingham,E08000025,FSM,Total,48412,178522,0.271182263
2018-19,2019,Birmingham,E08000025,Disadvantaged pupils,Total,74418,178522,0.416856186
2018-19,2019,Coventry,E08000026,FSM,Total,8890,48331,0.183939914
2018-19,2019,Coventry,E08000026,Disadvantaged pupils,Total,14126,48331,0.292276179
2018-19,2019,Dudley,E08000027,FSM,Total,7364,41889,0.175797942
2018-19,2019,Dudley,E08000027,Disadvantaged pupils,Total,11507,41889,0.274702189
2018-19,2019,Sandwell,E08000028,FSM,Total,11175,51196,0.218278772
2018-19,2019,Sandwell,E08000028,Disadvantaged pupils,Total,18168,51196,0.354871474
2018-19,2019,Solihull,E08000029,Disadvantaged pupils,Total,8403,33458,0.251150696
2018-19,2019,Solihull,E08000029,FSM,Total,5311,33458,0.158736326
2018-19,2019,Walsall,E08000030,FSM,Total,9661,41005,0.235605414
2018-19,2019,Walsall,E08000030,Disadvantaged pupils,Total,15073,41005,0.367589318
2018-19,2019,Wolverhampton,E08000031,Disadvantaged pupils,Total,14863,39335,0.37785687
2018-19,2019,Wolverhampton,E08000031,FSM,Total,9792,39335,0.248938604
2018-19,2019,Stoke-on-Trent,E06000021,FSM,Total,7907,34702,0.227854302
2018-19,2019,Stoke-on-Trent,E06000021,Disadvantaged pupils,Total,12699,34702,0.365944326
2018-19,2019,"Herefordshire, County of",E06000019,Disadvantaged pupils,Total,3881,21420,0.181185808
2018-19,2019,"Herefordshire, County of",E06000019,FSM,Total,2074,21420,0.096825397
2018-19,2019,Shropshire,E06000051,FSM,Total,3636,34661,0.104901763
2018-19,2019,Shropshire,E06000051,Disadvantaged pupils,Total,6396,34661,0.184530164
2018-19,2019,Telford and Wrekin,E06000020,FSM,Total,4611,25700,0.179416342
2018-19,2019,Telford and Wrekin,E06000020,Disadvantaged pupils,Total,7304,25700,0.284202335
2018-19,2019,Luton,E06000032,FSM,Total,5805,35705,0.162582271
2018-19,2019,Luton,E06000032,Disadvantaged pupils,Total,10316,35705,0.28892312
2018-19,2019,Bedford,E06000055,FSM,Total,3253,24554,0.132483506
2018-19,2019,Bedford,E06000055,Disadvantaged pupils,Total,5539,24554,0.225584426
2018-19,2019,Central Bedfordshire,E06000056,Disadvantaged pupils,Total,5956,37344,0.159490146
2018-19,2019,Central Bedfordshire,E06000056,FSM,Total,3384,37344,0.090616967
2018-19,2019,Peterborough,E06000031,Disadvantaged pupils,Total,9486,33610,0.282237429
2018-19,2019,Peterborough,E06000031,FSM,Total,5607,33610,0.16682535
2018-19,2019,Southend-on-Sea,E06000033,FSM,Total,3873,25940,0.149306091
2018-19,2019,Southend-on-Sea,E06000033,Disadvantaged pupils,Total,6715,25940,0.258866615
2018-19,2019,Thurrock,E06000034,FSM,Total,3772,27247,0.138437259
2018-19,2019,Thurrock,E06000034,Disadvantaged pupils,Total,6799,27247,0.249532059
2018-19,2019,Milton Keynes,E06000042,FSM,Total,5331,40994,0.130043421
2018-19,2019,Milton Keynes,E06000042,Disadvantaged pupils,Total,9156,40994,0.223349759
2018-19,2019,Brighton and Hove,E06000043,FSM,Total,4433,28933,0.153216051
2018-19,2019,Brighton and Hove,E06000043,Disadvantaged pupils,Total,6992,28933,0.24166177
2018-19,2019,Portsmouth,E06000044,Disadvantaged pupils,Total,8284,24686,0.33557482
2018-19,2019,Portsmouth,E06000044,FSM,Total,5261,24686,0.213116746
2018-19,2019,Southampton,E06000045,FSM,Total,6203,29233,0.212191701
2018-19,2019,Southampton,E06000045,Disadvantaged pupils,Total,9155,29233,0.313173468
2018-19,2019,Bracknell Forest,E06000036,FSM,Total,1318,15358,0.085818466
2018-19,2019,Bracknell Forest,E06000036,Disadvantaged pupils,Total,2350,15358,0.153014715
2018-19,2019,Windsor and Maidenhead,E06000040,Disadvantaged pupils,Total,2473,18576,0.133128768
2018-19,2019,Windsor and Maidenhead,E06000040,FSM,Total,1373,18576,0.073912575
2018-19,2019,West Berkshire,E06000037,FSM,Total,1706,21712,0.07857406
2018-19,2019,West Berkshire,E06000037,Disadvantaged pupils,Total,3058,21712,0.140843773
2018-19,2019,Reading,E06000038,FSM,Total,2719,19555,0.139043723
2018-19,2019,Reading,E06000038,Disadvantaged pupils,Total,4525,19555,0.231398619
2018-19,2019,Slough,E06000039,FSM,Total,2902,26079,0.111277273
2018-19,2019,Slough,E06000039,Disadvantaged pupils,Total,5420,26079,0.207830055
2018-19,2019,Wokingham,E06000041,FSM,Total,1426,22619,0.063044343
2018-19,2019,Wokingham,E06000041,Disadvantaged pupils,Total,2467,22619,0.109067598
2018-19,2019,Medway,E06000035,Disadvantaged pupils,Total,9677,39355,0.245889976
2018-19,2019,Medway,E06000035,FSM,Total,5608,39355,0.142497777
2018-19,2019,Isle of Wight,E06000046,FSM,Total,2291,14883,0.153934019
2018-19,2019,Isle of Wight,E06000046,Disadvantaged pupils,Total,3886,14883,0.261103272
2018-19,2019,Isles of Scilly,E06000053,FSM,Total,3,197,0.015228426
2018-19,2019,Isles of Scilly,E06000053,Disadvantaged pupils,Total,12,197,0.060913706
2018-19,2019,Bath and North East Somerset,E06000022,FSM,Total,3014,24647,0.122286688
2018-19,2019,Bath and North East Somerset,E06000022,Disadvantaged pupils,Total,4429,24647,0.179697326
2018-19,2019,"Bristol, City of",E06000023,Disadvantaged pupils,Total,16023,52331,0.306185626
2018-19,2019,"Bristol, City of",E06000023,FSM,Total,10628,52331,0.203091858
2018-19,2019,North Somerset,E06000024,FSM,Total,2719,26963,0.100841894
2018-19,2019,North Somerset,E06000024,Disadvantaged pupils,Total,4910,26963,0.182101398
2018-19,2019,South Gloucestershire,E06000025,Disadvantaged pupils,Total,5639,34906,0.161548158
2018-19,2019,South Gloucestershire,E06000025,FSM,Total,3358,34906,0.096201226
2018-19,2019,Poole,E06000029,FSM,Total,2053,17018,0.120636973
2018-19,2019,Poole,E06000029,Disadvantaged pupils,Total,3267,17018,0.191973205
2018-19,2019,Bournemouth,E06000028,FSM,Total,2853,21600,0.132083333
2018-19,2019,Bournemouth,E06000028,Disadvantaged pupils,Total,4731,21600,0.219027778
2018-19,2019,Wiltshire,E06000054,FSM,Total,5710,60573,0.094266422
2018-19,2019,Wiltshire,E06000054,Disadvantaged pupils,Total,9865,60573,0.162861341
2018-19,2019,Swindon,E06000030,FSM,Total,4558,30915,0.147436519
2018-19,2019,Swindon,E06000030,Disadvantaged pupils,Total,6919,30915,0.223807213
2018-19,2019,Plymouth,E06000026,FSM,Total,5920,33469,0.176880098
2018-19,2019,Plymouth,E06000026,Disadvantaged pupils,Total,9845,33469,0.294152798
2018-19,2019,Torbay,E06000027,Disadvantaged pupils,Total,5030,16966,0.296475304
2018-19,2019,Torbay,E06000027,FSM,Total,3106,16966,0.183072026
2018-19,2019,Cornwall,E06000052,FSM,Total,8596,65670,0.130896909
2018-19,2019,Cornwall,E06000052,Disadvantaged pupils,Total,14866,65670,0.226374296
2018-19,2019,City of London,E09000001,FSM,Total,28,207,0.1352657
2018-19,2019,City of London,E09000001,Disadvantaged pupils,Total,35,207,0.169082126
2018-19,2019,Camden,E09000007,Disadvantaged pupils,Total,8284,18334,0.451838115
2018-19,2019,Camden,E09000007,FSM,Total,5186,18334,0.282862441
2018-19,2019,Hackney,E09000012,FSM,Total,9149,29087,0.314539141
2018-19,2019,Hackney,E09000012,Disadvantaged pupils,Total,13140,29087,0.451748204
2018-19,2019,Hammersmith and Fulham,E09000013,FSM,Total,3545,16801,0.210999345
2018-19,2019,Hammersmith and Fulham,E09000013,Disadvantaged pupils,Total,5943,16801,0.353728945
2018-19,2019,Islington,E09000019,Disadvantaged pupils,Total,10349,20096,0.514978105
2018-19,2019,Islington,E09000019,FSM,Total,6118,20096,0.304438694
2018-19,2019,Kensington and Chelsea,E09000020,FSM,Total,2353,11008,0.213753634
2018-19,2019,Kensington and Chelsea,E09000020,Disadvantaged pupils,Total,3997,11008,0.363099564
2018-19,2019,Lambeth,E09000022,Disadvantaged pupils,Total,13238,30992,0.427142488
2018-19,2019,Lambeth,E09000022,FSM,Total,7975,30992,0.257324471
2018-19,2019,Lewisham,E09000023,Disadvantaged pupils,Total,11809,34767,0.339661173
2018-19,2019,Lewisham,E09000023,FSM,Total,6272,34767,0.180400955
2018-19,2019,Southwark,E09000028,FSM,Total,9009,36817,0.244696743
2018-19,2019,Southwark,E09000028,Disadvantaged pupils,Total,14556,36817,0.395360839
2018-19,2019,Tower Hamlets,E09000030,Disadvantaged pupils,Total,17960,36313,0.494588715
2018-19,2019,Tower Hamlets,E09000030,FSM,Total,12292,36313,0.338501363
2018-19,2019,Wandsworth,E09000032,FSM,Total,4722,27083,0.174352915
2018-19,2019,Wandsworth,E09000032,Disadvantaged pupils,Total,8503,27083,0.313960787
2018-19,2019,Westminster,E09000033,Disadvantaged pupils,Total,7424,17518,0.42379267
2018-19,2019,Westminster,E09000033,FSM,Total,4146,17518,0.236670853
2018-19,2019,Haringey,E09000014,FSM,Total,6228,33047,0.188458862
2018-19,2019,Haringey,E09000014,Disadvantaged pupils,Total,10998,33047,0.332798741
2018-19,2019,Newham,E09000025,Disadvantaged pupils,Total,20413,54026,0.377836597
2018-19,2019,Newham,E09000025,FSM,Total,9122,54026,0.16884463
2018-19,2019,Greenwich,E09000011,Disadvantaged pupils,Total,12055,36397,0.331208616
2018-19,2019,Greenwich,E09000011,FSM,Total,6514,36397,0.178970794
2018-19,2019,Barking and Dagenham,E09000002,FSM,Total,6440,37860,0.17010037
2018-19,2019,Barking and Dagenham,E09000002,Disadvantaged pupils,Total,11740,37860,0.310089805
2018-19,2019,Barnet,E09000003,FSM,Total,6511,48303,0.13479494
2018-19,2019,Barnet,E09000003,Disadvantaged pupils,Total,12493,48303,0.25863818
2018-19,2019,Bexley,E09000004,FSM,Total,4741,37461,0.126558287
2018-19,2019,Bexley,E09000004,Disadvantaged pupils,Total,8390,37461,0.223966258
2018-19,2019,Brent,E09000005,FSM,Total,5205,42130,0.123546167
2018-19,2019,Brent,E09000005,Disadvantaged pupils,Total,9929,42130,0.235675291
2018-19,2019,Bromley,E09000006,FSM,Total,4614,42579,0.108363278
2018-19,2019,Bromley,E09000006,Disadvantaged pupils,Total,8133,42579,0.191009653
2018-19,2019,Croydon,E09000008,FSM,Total,11282,49489,0.227969852
2018-19,2019,Croydon,E09000008,Disadvantaged pupils,Total,16850,49489,0.340479703
2018-19,2019,Ealing,E09000009,FSM,Total,6929,44840,0.154527208
2018-19,2019,Ealing,E09000009,Disadvantaged pupils,Total,11948,44840,0.266458519
2018-19,2019,Enfield,E09000010,FSM,Total,8447,50219,0.16820327
2018-19,2019,Enfield,E09000010,Disadvantaged pupils,Total,16042,50219,0.319440849
2018-19,2019,Harrow,E09000015,FSM,Total,3432,33455,0.102585563
2018-19,2019,Harrow,E09000015,Disadvantaged pupils,Total,6391,33455,0.191032731
2018-19,2019,Havering,E09000016,FSM,Total,4498,35018,0.128448227
2018-19,2019,Havering,E09000016,Disadvantaged pupils,Total,8010,35018,0.228739505
2018-19,2019,Hillingdon,E09000017,FSM,Total,6172,43182,0.142929925
2018-19,2019,Hillingdon,E09000017,Disadvantaged pupils,Total,10533,43182,0.243921078
2018-19,2019,Hounslow,E09000018,FSM,Total,6265,36697,0.170722402
2018-19,2019,Hounslow,E09000018,Disadvantaged pupils,Total,9771,36697,0.266261547
2018-19,2019,Kingston upon Thames,E09000021,FSM,Total,1913,20962,0.091260376
2018-19,2019,Kingston upon Thames,E09000021,Disadvantaged pupils,Total,3399,20962,0.162150558
2018-19,2019,Merton,E09000024,FSM,Total,3685,23427,0.157297136
2018-19,2019,Merton,E09000024,Disadvantaged pupils,Total,5861,23427,0.250181415
2018-19,2019,Redbridge,E09000026,FSM,Total,6117,46795,0.130719094
2018-19,2019,Redbridge,E09000026,Disadvantaged pupils,Total,9493,46795,0.202863554
2018-19,2019,Richmond upon Thames,E09000027,FSM,Total,2205,24061,0.091642076
2018-19,2019,Richmond upon Thames,E09000027,Disadvantaged pupils,Total,3545,24061,0.14733386
2018-19,2019,Sutton,E09000029,FSM,Total,3972,31166,0.127446576
2018-19,2019,Sutton,E09000029,Disadvantaged pupils,Total,5736,31166,0.184046718
2018-19,2019,Waltham Forest,E09000031,FSM,Total,6307,37901,0.166407219
2018-19,2019,Waltham Forest,E09000031,Disadvantaged pupils,Total,11304,37901,0.298250706
2018-19,2019,Gateshead,E08000037,FSM,Primary,2766,13307,0.207860525
2018-19,2019,Gateshead,E08000037,Disadvantaged pupils,Primary,3975,13307,0.298714962
2018-19,2019,Newcastle upon Tyne,E08000021,Disadvantaged pupils,Primary,7152,18597,0.384578158
2018-19,2019,Newcastle upon Tyne,E08000021,FSM,Primary,5655,18597,0.304081303
2018-19,2019,North Tyneside,E08000022,Disadvantaged pupils,Primary,3602,12940,0.278361669
2018-19,2019,North Tyneside,E08000022,FSM,Primary,2245,12940,0.173493045
2018-19,2019,South Tyneside,E08000023,Disadvantaged pupils,Primary,3619,10301,0.351325114
2018-19,2019,South Tyneside,E08000023,FSM,Primary,2547,10301,0.247257548
2018-19,2019,Sunderland,E08000024,Disadvantaged pupils,Primary,5799,18758,0.309148097
2018-19,2019,Sunderland,E08000024,FSM,Primary,4666,18758,0.248747201
2018-19,2019,Hartlepool,E06000001,Disadvantaged pupils,Primary,3080,7282,0.422960725
2018-19,2019,Hartlepool,E06000001,FSM,Primary,2374,7282,0.326009338
2018-19,2019,Middlesbrough,E06000002,Disadvantaged pupils,Primary,4956,12156,0.407699901
2018-19,2019,Middlesbrough,E06000002,FSM,Primary,3567,12156,0.293435341
2018-19,2019,Redcar and Cleveland,E06000003,Disadvantaged pupils,Primary,3616,10170,0.355555556
2018-19,2019,Redcar and Cleveland,E06000003,FSM,Primary,2425,10170,0.238446411
2018-19,2019,Stockton-on-Tees,E06000004,Disadvantaged pupils,Primary,4512,15501,0.291077995
2018-19,2019,Stockton-on-Tees,E06000004,FSM,Primary,3077,15501,0.198503322
2018-19,2019,County Durham,E06000047,FSM,Primary,8348,34958,0.238800847
2018-19,2019,County Durham,E06000047,Disadvantaged pupils,Primary,11415,34958,0.326534699
2018-19,2019,Darlington,E06000005,FSM,Primary,1679,7733,0.217121428
2018-19,2019,Darlington,E06000005,Disadvantaged pupils,Primary,2385,7733,0.308418466
2018-19,2019,Northumberland,E06000057,FSM,Primary,2986,17467,0.170950936
2018-19,2019,Northumberland,E06000057,Disadvantaged pupils,Primary,4302,17467,0.24629301
2018-19,2019,Knowsley,E08000011,FSM,Primary,3559,11161,0.318878237
2018-19,2019,Knowsley,E08000011,Disadvantaged pupils,Primary,4528,11161,0.405698414
2018-19,2019,Liverpool,E08000012,FSM,Primary,9411,33037,0.284862427
2018-19,2019,Liverpool,E08000012,Disadvantaged pupils,Primary,12487,33037,0.377970155
2018-19,2019,St. Helens,E08000013,FSM,Primary,2441,13057,0.186949529
2018-19,2019,St. Helens,E08000013,Disadvantaged pupils,Primary,3779,13057,0.289423298
2018-19,2019,Sefton,E08000014,FSM,Primary,3391,18617,0.182145351
2018-19,2019,Sefton,E08000014,Disadvantaged pupils,Primary,4710,18617,0.252994575
2018-19,2019,Wirral,E08000015,FSM,Primary,4902,22528,0.217595881
2018-19,2019,Wirral,E08000015,Disadvantaged pupils,Primary,6851,22528,0.30411044
2018-19,2019,Bolton,E08000001,FSM,Primary,4679,24756,0.189004686
2018-19,2019,Bolton,E08000001,Disadvantaged pupils,Primary,7084,24756,0.286152852
2018-19,2019,Bury,E08000002,FSM,Primary,2465,15246,0.161681753
2018-19,2019,Bury,E08000002,Disadvantaged pupils,Primary,3532,15246,0.231667323
2018-19,2019,Manchester,E08000003,FSM,Primary,11692,44291,0.263981396
2018-19,2019,Manchester,E08000003,Disadvantaged pupils,Primary,17596,44291,0.397281615
2018-19,2019,Oldham,E08000004,FSM,Primary,4543,21816,0.208241657
2018-19,2019,Oldham,E08000004,Disadvantaged pupils,Primary,6652,21816,0.304913825
2018-19,2019,Rochdale,E08000005,FSM,Primary,4067,19010,0.213940032
2018-19,2019,Rochdale,E08000005,Disadvantaged pupils,Primary,5741,19010,0.301998948
2018-19,2019,Salford,E08000006,FSM,Primary,4625,19793,0.233668469
2018-19,2019,Salford,E08000006,Disadvantaged pupils,Primary,6848,19793,0.345980902
2018-19,2019,Stockport,E08000007,FSM,Primary,2801,21750,0.128781609
2018-19,2019,Stockport,E08000007,Disadvantaged pupils,Primary,4355,21750,0.200229885
2018-19,2019,Tameside,E08000008,FSM,Primary,3858,18435,0.209275834
2018-19,2019,Tameside,E08000008,Disadvantaged pupils,Primary,5499,18435,0.298291294
2018-19,2019,Trafford,E08000009,FSM,Primary,1796,18693,0.096078746
2018-19,2019,Trafford,E08000009,Disadvantaged pupils,Primary,2802,18693,0.149895683
2018-19,2019,Wigan,E08000010,FSM,Primary,4225,23567,0.179276106
2018-19,2019,Wigan,E08000010,Disadvantaged pupils,Primary,6062,23567,0.257224085
2018-19,2019,Halton,E06000006,FSM,Primary,2841,9208,0.308536056
2018-19,2019,Halton,E06000006,Disadvantaged pupils,Primary,3650,9208,0.39639444
2018-19,2019,Warrington,E06000007,FSM,Primary,2346,15922,0.147343299
2018-19,2019,Warrington,E06000007,Disadvantaged pupils,Primary,3355,15922,0.210714734
2018-19,2019,Blackburn with Darwen,E06000008,FSM,Primary,2289,13642,0.167790647
2018-19,2019,Blackburn with Darwen,E06000008,Disadvantaged pupils,Primary,3620,13642,0.265356986
2018-19,2019,Blackpool,E06000009,FSM,Primary,2894,10164,0.284730421
2018-19,2019,Blackpool,E06000009,Disadvantaged pupils,Primary,4114,10164,0.404761905
2018-19,2019,Cheshire East,E06000049,Disadvantaged pupils,Primary,3886,26500,0.146641509
2018-19,2019,Cheshire East,E06000049,FSM,Primary,2620,26500,0.098867925
2018-19,2019,Cheshire West and Chester,E06000050,FSM,Primary,3459,24314,0.142263716
2018-19,2019,Cheshire West and Chester,E06000050,Disadvantaged pupils,Primary,4883,24314,0.200830797
2018-19,2019,Barnsley,E08000016,FSM,Primary,3691,17430,0.211761331
2018-19,2019,Barnsley,E08000016,Disadvantaged pupils,Primary,5531,17430,0.317326449
2018-19,2019,Doncaster,E08000017,FSM,Primary,4550,23400,0.194444444
2018-19,2019,Doncaster,E08000017,Disadvantaged pupils,Primary,6927,23400,0.296025641
2018-19,2019,Rotherham,E08000018,FSM,Primary,3758,20713,0.181431951
2018-19,2019,Rotherham,E08000018,Disadvantaged pupils,Primary,5896,20713,0.284652151
2018-19,2019,Sheffield,E08000019,FSM,Primary,8833,39395,0.224216271
2018-19,2019,Sheffield,E08000019,Disadvantaged pupils,Primary,12491,39395,0.317070694
2018-19,2019,Bradford,E08000032,FSM,Primary,9067,47678,0.190171568
2018-19,2019,Bradford,E08000032,Disadvantaged pupils,Primary,13751,47678,0.288413944
2018-19,2019,Calderdale,E08000033,FSM,Primary,3140,17039,0.184283115
2018-19,2019,Calderdale,E08000033,Disadvantaged pupils,Primary,4538,17039,0.266330184
2018-19,2019,Kirklees,E08000034,FSM,Primary,6711,32963,0.203591906
2018-19,2019,Kirklees,E08000034,Disadvantaged pupils,Primary,7893,32963,0.239450293
