academic_year,exam_year,Area,Area_code,Pupil_group,school_type_short,x_value,n_value,x_percent
2021-22,2022,North East Lincolnshire,E06000012,FSM,Total,6749,21813,0.30940265
2021-22,2022,North East Lincolnshire,E06000012,Disadvantaged pupils,Total,7737,21813,0.35469674
2021-22,2022,North Lincolnshire,E06000013,Disadvantaged pupils,Total,6835,22880,0.298732517
2021-22,2022,North Lincolnshire,E06000013,FSM,Total,6088,22880,0.266083916
2021-22,2022,York,E06000014,Disadvantaged pupils,Total,3730,22087,0.16887762
2021-22,2022,York,E06000014,FSM,Total,3352,22087,0.151763481
2021-22,2022,Derby,E06000015,Disadvantaged pupils,Total,13591,39146,0.347187452
2021-22,2022,Derby,E06000015,FSM,Total,11700,39146,0.298881112
2021-22,2022,Leicester,E06000016,Disadvantaged pupils,Total,15457,53179,0.290659847
2021-22,2022,Leicester,E06000016,FSM,Total,13739,53179,0.258353861
2021-22,2022,Rutland,E06000017,FSM,Total,565,5408,0.104474852
2021-22,2022,Rutland,E06000017,Disadvantaged pupils,Total,698,5408,0.129068047
2021-22,2022,Nottingham,E06000018,FSM,Total,14610,39960,0.365615616
2021-22,2022,Nottingham,E06000018,Disadvantaged pupils,Total,16227,39960,0.406081081
2021-22,2022,North Northamptonshire,E06000061,FSM,Total,9424,49259,0.191315293
2021-22,2022,North Northamptonshire,E06000061,Disadvantaged pupils,Total,10917,49259,0.221624475
2021-22,2022,West Northamptonshire,E06000062,FSM,Total,9337,58176,0.160495737
2021-22,2022,West Northamptonshire,E06000062,Disadvantaged pupils,Total,10885,58176,0.187104648
2021-22,2022,Birmingham,E08000025,Disadvantaged pupils,Total,80042,180236,0.444095519
2021-22,2022,Birmingham,E08000025,FSM,Total,68328,180236,0.379102954
2021-22,2022,Coventry,E08000026,Disadvantaged pupils,Total,15144,50355,0.300744713
2021-22,2022,Coventry,E08000026,FSM,Total,13235,50355,0.262833879
2021-22,2022,Dudley,E08000027,Disadvantaged pupils,Total,12566,43058,0.291838915
2021-22,2022,Dudley,E08000027,FSM,Total,11143,43058,0.258790469
2021-22,2022,Sandwell,E08000028,Disadvantaged pupils,Total,19244,54088,0.355790564
2021-22,2022,Sandwell,E08000028,FSM,Total,16714,54088,0.309014939
2021-22,2022,Solihull,E08000029,Disadvantaged pupils,Total,9438,34602,0.2727588
2021-22,2022,Solihull,E08000029,FSM,Total,8467,34602,0.244696838
2021-22,2022,Walsall,E08000030,FSM,Total,14906,42640,0.349577861
2021-22,2022,Walsall,E08000030,Disadvantaged pupils,Total,16638,42640,0.390196998
2021-22,2022,Wolverhampton,E08000031,Disadvantaged pupils,Total,18103,41904,0.432011264
2021-22,2022,Wolverhampton,E08000031,FSM,Total,16425,41904,0.391967354
2021-22,2022,Stoke-on-Trent,E06000021,FSM,Total,12479,35735,0.349209459
2021-22,2022,Stoke-on-Trent,E06000021,Disadvantaged pupils,Total,13937,35735,0.390009794
2021-22,2022,"Herefordshire, County of",E06000019,FSM,Total,3641,21501,0.169340961
2021-22,2022,"Herefordshire, County of",E06000019,Disadvantaged pupils,Total,4137,21501,0.192409655
2021-22,2022,Shropshire,E06000051,FSM,Total,6108,34935,0.174838987
2021-22,2022,Shropshire,E06000051,Disadvantaged pupils,Total,6859,34935,0.196336053
2021-22,2022,Telford and Wrekin,E06000020,Disadvantaged pupils,Total,8057,27188,0.296343975
2021-22,2022,Telford and Wrekin,E06000020,FSM,Total,7304,27188,0.268647933
2021-22,2022,Luton,E06000032,FSM,Total,9423,37341,0.252349964
2021-22,2022,Luton,E06000032,Disadvantaged pupils,Total,11051,37341,0.295948154
2021-22,2022,Bedford,E06000055,Disadvantaged pupils,Total,5880,26232,0.224153705
2021-22,2022,Bedford,E06000055,FSM,Total,5167,26232,0.196973163
2021-22,2022,Central Bedfordshire,E06000056,Disadvantaged pupils,Total,6165,39176,0.157366755
2021-22,2022,Central Bedfordshire,E06000056,FSM,Total,5373,39176,0.137150296
2021-22,2022,Peterborough,E06000031,FSM,Total,9508,35419,0.268443491
2021-22,2022,Peterborough,E06000031,Disadvantaged pupils,Total,10831,35419,0.305796324
2021-22,2022,Southend-on-Sea,E06000033,FSM,Total,5905,26101,0.226236543
2021-22,2022,Southend-on-Sea,E06000033,Disadvantaged pupils,Total,6824,26101,0.261445922
2021-22,2022,Thurrock,E06000034,FSM,Total,5959,27456,0.21703817
2021-22,2022,Thurrock,E06000034,Disadvantaged pupils,Total,7206,27456,0.262456294
2021-22,2022,Brighton and Hove,E06000043,FSM,Total,6507,28840,0.225624133
2021-22,2022,Brighton and Hove,E06000043,Disadvantaged pupils,Total,7226,28840,0.250554785
2021-22,2022,Portsmouth,E06000044,Disadvantaged pupils,Total,9183,25461,0.360669259
2021-22,2022,Portsmouth,E06000044,FSM,Total,8210,25461,0.322453949
2021-22,2022,Southampton,E06000045,FSM,Total,10249,31355,0.326869718
2021-22,2022,Southampton,E06000045,Disadvantaged pupils,Total,11238,31355,0.358411737
2021-22,2022,Bracknell Forest,E06000036,Disadvantaged pupils,Total,2377,15936,0.149159137
2021-22,2022,Bracknell Forest,E06000036,FSM,Total,1975,15936,0.123933233
2021-22,2022,Reading,E06000038,FSM,Total,4317,20786,0.207687867
2021-22,2022,Reading,E06000038,Disadvantaged pupils,Total,4914,20786,0.236409122
2021-22,2022,Slough,E06000039,Disadvantaged pupils,Total,6246,27855,0.224232633
2021-22,2022,Slough,E06000039,FSM,Total,5393,27855,0.193609765
2021-22,2022,Wokingham,E06000041,FSM,Total,2308,24630,0.093706862
2021-22,2022,Wokingham,E06000041,Disadvantaged pupils,Total,2681,24630,0.108850995
2021-22,2022,Medway,E06000035,Disadvantaged pupils,Total,11348,41685,0.272232218
2021-22,2022,Medway,E06000035,FSM,Total,9786,41685,0.234760705
2021-22,2022,Isle of Wight,E06000046,FSM,Total,3655,15097,0.24210108
2021-22,2022,Isle of Wight,E06000046,Disadvantaged pupils,Total,4139,15097,0.274160429
2021-22,2022,Isles of Scilly,E06000053,FSM,Total,5,230,0.02173913
2021-22,2022,Isles of Scilly,E06000053,Disadvantaged pupils,Total,9,230,0.039130435
2021-22,2022,Bath and North East Somerset,E06000022,FSM,Total,4067,23476,0.173240757
2021-22,2022,Bath and North East Somerset,E06000022,Disadvantaged pupils,Total,4486,23476,0.191088772
2021-22,2022,"Bristol, City of",E06000023,FSM,Total,15360,54302,0.28286251
2021-22,2022,"Bristol, City of",E06000023,Disadvantaged pupils,Total,16841,54302,0.310135907
2021-22,2022,North Somerset,E06000024,Disadvantaged pupils,Total,5088,27892,0.182417898
2021-22,2022,North Somerset,E06000024,FSM,Total,4408,27892,0.158038147
2021-22,2022,South Gloucestershire,E06000025,Disadvantaged pupils,Total,6008,35889,0.167405054
2021-22,2022,South Gloucestershire,E06000025,FSM,Total,5203,35889,0.144974783
2021-22,2022,Dorset,E06000059,Disadvantaged pupils,Total,8898,41941,0.21215517
2021-22,2022,Dorset,E06000059,FSM,Total,8256,41941,0.196847953
2021-22,2022,"Bournemouth, Christchurch and Poole",E06000058,Disadvantaged pupils,Total,10071,46440,0.216860465
2021-22,2022,"Bournemouth, Christchurch and Poole",E06000058,FSM,Total,8929,46440,0.192269595
2021-22,2022,Wiltshire,E06000054,Disadvantaged pupils,Total,10990,62966,0.17453864
2021-22,2022,Wiltshire,E06000054,FSM,Total,9569,62966,0.151970905
2021-22,2022,Swindon,E06000030,Disadvantaged pupils,Total,7624,32268,0.236271228
2021-22,2022,Swindon,E06000030,FSM,Total,6624,32268,0.205280774
2021-22,2022,Plymouth,E06000026,FSM,Total,8954,34338,0.260760673
2021-22,2022,Plymouth,E06000026,Disadvantaged pupils,Total,10268,34338,0.299027317
2021-22,2022,Torbay,E06000027,Disadvantaged pupils,Total,5460,17771,0.307242136
2021-22,2022,Torbay,E06000027,FSM,Total,4899,17771,0.275673851
2021-22,2022,Cornwall,E06000052,FSM,Total,14243,67413,0.211279723
2021-22,2022,Cornwall,E06000052,Disadvantaged pupils,Total,16047,67413,0.238040141
2021-22,2022,City of London,E09000001,FSM,Total,34,209,0.162679426
2021-22,2022,City of London,E09000001,Disadvantaged pupils,Total,46,209,0.220095694
2021-22,2022,Camden,E09000007,Disadvantaged pupils,Total,8173,17993,0.454232201
2021-22,2022,Camden,E09000007,FSM,Total,7106,17993,0.394931362
2021-22,2022,Hackney,E09000012,FSM,Total,11576,28795,0.402014239
2021-22,2022,Hackney,E09000012,Disadvantaged pupils,Total,13150,28795,0.456676506
2021-22,2022,Hammersmith and Fulham,E09000013,FSM,Total,4731,16692,0.283429188
2021-22,2022,Hammersmith and Fulham,E09000013,Disadvantaged pupils,Total,5834,16692,0.349508747
2021-22,2022,Islington,E09000019,FSM,Total,8413,19674,0.427620209
2021-22,2022,Islington,E09000019,Disadvantaged pupils,Total,9738,19674,0.494967978
2021-22,2022,Kensington and Chelsea,E09000020,Disadvantaged pupils,Total,4125,11220,0.367647059
2021-22,2022,Kensington and Chelsea,E09000020,FSM,Total,3694,11220,0.329233512
2021-22,2022,Lambeth,E09000022,FSM,Total,10964,30244,0.362518185
2021-22,2022,Lambeth,E09000022,Disadvantaged pupils,Total,12935,30244,0.427688136
2021-22,2022,Lewisham,E09000023,FSM,Total,9040,33289,0.271561176
2021-22,2022,Lewisham,E09000023,Disadvantaged pupils,Total,10991,33289,0.330169125
2021-22,2022,Southwark,E09000028,Disadvantaged pupils,Total,15056,36862,0.408442298
2021-22,2022,Southwark,E09000028,FSM,Total,12941,36862,0.351066139
2021-22,2022,Tower Hamlets,E09000030,Disadvantaged pupils,Total,17582,37135,0.473461694
2021-22,2022,Tower Hamlets,E09000030,FSM,Total,14809,37135,0.398788205
2021-22,2022,Wandsworth,E09000032,Disadvantaged pupils,Total,8617,26908,0.320239334
2021-22,2022,Wandsworth,E09000032,FSM,Total,7314,26908,0.271815074
2021-22,2022,Westminster,E09000033,FSM,Total,6221,17631,0.352844422
2021-22,2022,Westminster,E09000033,Disadvantaged pupils,Total,7220,17631,0.409505984
2021-22,2022,Haringey,E09000014,FSM,Total,8331,32373,0.257344083
2021-22,2022,Haringey,E09000014,Disadvantaged pupils,Total,10199,32373,0.315046489
2021-22,2022,Newham,E09000025,Disadvantaged pupils,Total,21449,54557,0.39314845
2021-22,2022,Newham,E09000025,FSM,Total,17362,54557,0.318235973
2021-22,2022,Greenwich,E09000011,FSM,Total,10167,37712,0.269595885
2021-22,2022,Greenwich,E09000011,Disadvantaged pupils,Total,12365,37712,0.32787972
2021-22,2022,Barking and Dagenham,E09000002,FSM,Total,10411,38969,0.267161077
2021-22,2022,Barking and Dagenham,E09000002,Disadvantaged pupils,Total,12340,38969,0.316661962
2021-22,2022,Barnet,E09000003,Disadvantaged pupils,Total,12607,49928,0.252503605
2021-22,2022,Barnet,E09000003,FSM,Total,10051,49928,0.201309886
2021-22,2022,Bexley,E09000004,FSM,Total,7042,37146,0.189576267
2021-22,2022,Bexley,E09000004,Disadvantaged pupils,Total,8519,37146,0.229338287
2021-22,2022,Brent,E09000005,FSM,Total,8249,41168,0.200374077
2021-22,2022,Brent,E09000005,Disadvantaged pupils,Total,9965,41168,0.242056937
2021-22,2022,Croydon,E09000008,FSM,Total,15104,49244,0.30671757
2021-22,2022,Croydon,E09000008,Disadvantaged pupils,Total,17348,49244,0.352286573
2021-22,2022,Ealing,E09000009,Disadvantaged pupils,Total,13372,45068,0.296707198
2021-22,2022,Ealing,E09000009,FSM,Total,11436,45068,0.253749889
2021-22,2022,Enfield,E09000010,Disadvantaged pupils,Total,16084,48711,0.330192359
2021-22,2022,Enfield,E09000010,FSM,Total,13719,48711,0.281640697
2021-22,2022,Harrow,E09000015,Disadvantaged pupils,Total,6692,33589,0.199231891
2021-22,2022,Harrow,E09000015,FSM,Total,5876,33589,0.174938224
2021-22,2022,Havering,E09000016,Disadvantaged pupils,Total,8381,36633,0.228782791
2021-22,2022,Havering,E09000016,FSM,Total,7375,36633,0.201321213
2021-22,2022,Hillingdon,E09000017,FSM,Total,9263,44024,0.210407959
2021-22,2022,Hillingdon,E09000017,Disadvantaged pupils,Total,11118,44024,0.252544067
2021-22,2022,Hounslow,E09000018,FSM,Total,9031,38079,0.237164842
2021-22,2022,Hounslow,E09000018,Disadvantaged pupils,Total,10165,38079,0.266945035
2021-22,2022,Kingston upon Thames,E09000021,Disadvantaged pupils,Total,3553,21824,0.162802419
2021-22,2022,Kingston upon Thames,E09000021,FSM,Total,3061,21824,0.140258431
2021-22,2022,Merton,E09000024,FSM,Total,5834,23281,0.25059061
2021-22,2022,Merton,E09000024,Disadvantaged pupils,Total,6721,23281,0.288690348
2021-22,2022,Redbridge,E09000026,FSM,Total,8171,47620,0.171587568
2021-22,2022,Redbridge,E09000026,Disadvantaged pupils,Total,9529,47620,0.200104998
2021-22,2022,Richmond upon Thames,E09000027,FSM,Total,3285,24882,0.132023149
2021-22,2022,Richmond upon Thames,E09000027,Disadvantaged pupils,Total,3783,24882,0.152037618
2021-22,2022,Sutton,E09000029,FSM,Total,5570,33028,0.168644786
2021-22,2022,Sutton,E09000029,Disadvantaged pupils,Total,6386,33028,0.193351096
2021-22,2022,Waltham Forest,E09000031,Disadvantaged pupils,Total,10998,37221,0.295478359
2021-22,2022,Waltham Forest,E09000031,FSM,Total,9289,37221,0.249563419
2021-22,2022,Buckinghamshire,E06000060,Disadvantaged pupils,Total,11495,75116,0.15302998
2021-22,2022,Buckinghamshire,E06000060,FSM,Total,10221,75116,0.136069546
2021-22,2022,Gateshead,E08000037,FSM,Primary,3945,13095,0.301260023
2021-22,2022,Gateshead,E08000037,Disadvantaged pupils,Primary,4189,13095,0.319893089
2021-22,2022,Newcastle upon Tyne,E08000021,Disadvantaged pupils,Primary,7996,18637,0.429039008
2021-22,2022,Newcastle upon Tyne,E08000021,FSM,Primary,7610,18637,0.408327521
2021-22,2022,North Tyneside,E08000022,Disadvantaged pupils,Primary,4164,12718,0.32740997
2021-22,2022,North Tyneside,E08000022,FSM,Primary,3867,12718,0.304057242
2021-22,2022,South Tyneside,E08000023,FSM,Primary,3652,10431,0.350110248
2021-22,2022,South Tyneside,E08000023,Disadvantaged pupils,Primary,3912,10431,0.375035951
2021-22,2022,Sunderland,E08000024,Disadvantaged pupils,Primary,6163,18369,0.335510915
2021-22,2022,Sunderland,E08000024,FSM,Primary,5929,18369,0.322772062
2021-22,2022,Hartlepool,E06000001,Disadvantaged pupils,Primary,2974,6909,0.430453032
2021-22,2022,Hartlepool,E06000001,FSM,Primary,2804,6909,0.405847445
2021-22,2022,Middlesbrough,E06000002,FSM,Primary,5224,12336,0.423476005
2021-22,2022,Middlesbrough,E06000002,Disadvantaged pupils,Primary,5628,12336,0.456225681
2021-22,2022,Redcar and Cleveland,E06000003,Disadvantaged pupils,Primary,3563,9795,0.363757019
2021-22,2022,Redcar and Cleveland,E06000003,FSM,Primary,3298,9795,0.336702399
2021-22,2022,Stockton-on-Tees,E06000004,Disadvantaged pupils,Primary,4931,15351,0.321216859
2021-22,2022,Stockton-on-Tees,E06000004,FSM,Primary,4438,15351,0.289101687
2021-22,2022,County Durham,E06000047,FSM,Primary,11500,34441,0.333904358
2021-22,2022,County Durham,E06000047,Disadvantaged pupils,Primary,12185,34441,0.353793444
2021-22,2022,Darlington,E06000005,Disadvantaged pupils,Primary,2416,7481,0.322951477
2021-22,2022,Darlington,E06000005,FSM,Primary,2242,7481,0.299692554
2021-22,2022,Northumberland,E06000057,FSM,Primary,4358,17293,0.252009484
2021-22,2022,Northumberland,E06000057,Disadvantaged pupils,Primary,4686,17293,0.270976696
2021-22,2022,Knowsley,E08000011,Disadvantaged pupils,Primary,4789,11420,0.419352014
2021-22,2022,Knowsley,E08000011,FSM,Primary,4546,11420,0.398073555
2021-22,2022,Liverpool,E08000012,Disadvantaged pupils,Primary,13842,34604,0.400011559
2021-22,2022,Liverpool,E08000012,FSM,Primary,12593,34604,0.363917466
2021-22,2022,St. Helens,E08000013,Disadvantaged pupils,Primary,3896,12786,0.304708275
2021-22,2022,St. Helens,E08000013,FSM,Primary,3557,12786,0.278194901
2021-22,2022,Sefton,E08000014,Disadvantaged pupils,Primary,5134,18833,0.272606595
2021-22,2022,Sefton,E08000014,FSM,Primary,4740,18833,0.251685871
2021-22,2022,Wirral,E08000015,Disadvantaged pupils,Primary,7246,22351,0.324191311
2021-22,2022,Wirral,E08000015,FSM,Primary,6770,22351,0.302894725
2021-22,2022,Bolton,E08000001,Disadvantaged pupils,Primary,7417,25137,0.295063054
2021-22,2022,Bolton,E08000001,FSM,Primary,6721,25137,0.267374786
2021-22,2022,Bury,E08000002,FSM,Primary,3382,14532,0.232727773
2021-22,2022,Bury,E08000002,Disadvantaged pupils,Primary,3635,14532,0.250137627
2021-22,2022,Manchester,E08000003,FSM,Primary,18087,44777,0.403935056
2021-22,2022,Manchester,E08000003,Disadvantaged pupils,Primary,19490,44777,0.435268106
2021-22,2022,Oldham,E08000004,Disadvantaged pupils,Primary,7496,21727,0.345008515
2021-22,2022,Oldham,E08000004,FSM,Primary,6831,21727,0.314401436
2021-22,2022,Rochdale,E08000005,Disadvantaged pupils,Primary,6372,19320,0.329813665
2021-22,2022,Rochdale,E08000005,FSM,Primary,5841,19320,0.302329193
2021-22,2022,Salford,E08000006,Disadvantaged pupils,Primary,6947,19774,0.351319915
2021-22,2022,Salford,E08000006,FSM,Primary,6420,19774,0.324668757
2021-22,2022,Stockport,E08000007,Disadvantaged pupils,Primary,4542,22038,0.206098557
2021-22,2022,Stockport,E08000007,FSM,Primary,4123,22038,0.187085942
2021-22,2022,Tameside,E08000008,Disadvantaged pupils,Primary,6330,18092,0.349878399
2021-22,2022,Tameside,E08000008,FSM,Primary,5848,18092,0.32323679
2021-22,2022,Trafford,E08000009,FSM,Primary,2979,19276,0.154544511
2021-22,2022,Trafford,E08000009,Disadvantaged pupils,Primary,3273,19276,0.169796638
2021-22,2022,Wigan,E08000010,Disadvantaged pupils,Primary,6879,23249,0.295883694
2021-22,2022,Wigan,E08000010,FSM,Primary,6499,23249,0.279538905
2021-22,2022,Halton,E06000006,Disadvantaged pupils,Primary,3670,9055,0.405300939
2021-22,2022,Halton,E06000006,FSM,Primary,3448,9055,0.380784097
2021-22,2022,Warrington,E06000007,Disadvantaged pupils,Primary,3896,15990,0.243652283
2021-22,2022,Warrington,E06000007,FSM,Primary,3657,15990,0.228705441
2021-22,2022,Blackburn with Darwen,E06000008,Disadvantaged pupils,Primary,3817,13533,0.282051282
2021-22,2022,Blackburn with Darwen,E06000008,FSM,Primary,3342,13533,0.246951895
2021-22,2022,Blackpool,E06000009,Disadvantaged pupils,Primary,4277,9947,0.429978888
2021-22,2022,Blackpool,E06000009,FSM,Primary,4002,9947,0.402332362
2021-22,2022,Cheshire East,E06000049,Disadvantaged pupils,Primary,4618,26699,0.17296528
2021-22,2022,Cheshire East,E06000049,FSM,Primary,4261,26699,0.159593992
2021-22,2022,Cheshire West and Chester,E06000050,Disadvantaged pupils,Primary,5178,24428,0.211969871
2021-22,2022,Cheshire West and Chester,E06000050,FSM,Primary,4824,24428,0.197478304
2021-22,2022,Barnsley,E08000016,FSM,Primary,5164,17375,0.297208633
2021-22,2022,Barnsley,E08000016,Disadvantaged pupils,Primary,5628,17375,0.323913669
2021-22,2022,Doncaster,E08000017,FSM,Primary,6870,23073,0.297750618
2021-22,2022,Doncaster,E08000017,Disadvantaged pupils,Primary,7455,23073,0.323104928
2021-22,2022,Rotherham,E08000018,Disadvantaged pupils,Primary,6213,20111,0.308935408
2021-22,2022,Rotherham,E08000018,FSM,Primary,5670,20111,0.281935259
2021-22,2022,Sheffield,E08000019,FSM,Primary,12655,39055,0.324030214
2021-22,2022,Sheffield,E08000019,Disadvantaged pupils,Primary,13534,39055,0.346536935
2021-22,2022,Bradford,E08000032,FSM,Primary,13621,47232,0.288384993
2021-22,2022,Bradford,E08000032,Disadvantaged pupils,Primary,14854,47232,0.314490176
2021-22,2022,Calderdale,E08000033,Disadvantaged pupils,Primary,4519,16015,0.282172963
2021-22,2022,Calderdale,E08000033,FSM,Primary,4183,16015,0.261192632
2021-22,2022,Kirklees,E08000034,Disadvantaged pupils,Primary,8711,32307,0.269631968
2021-22,2022,Kirklees,E08000034,FSM,Primary,8348,32307,0.258396013
2021-22,2022,Leeds,E08000035,Disadvantaged pupils,Primary,17805,60851,0.292599957
2021-22,2022,Leeds,E08000035,FSM,Primary,16190,60851,0.26605972
2021-22,2022,Wakefield,E08000036,Disadvantaged pupils,Primary,7162,25956,0.275928494
2021-22,2022,Wakefield,E08000036,FSM,Primary,6627,25956,0.25531669
2021-22,2022,"Kingston upon Hull, City of",E06000010,FSM,Primary,7279,20825,0.349531813
2021-22,2022,"Kingston upon Hull, City of",E06000010,Disadvantaged pupils,Primary,7920,20825,0.380312125
2021-22,2022,East Riding of Yorkshire,E06000011,Disadvantaged pupils,Primary,4567,21532,0.212102917
2021-22,2022,East Riding of Yorkshire,E06000011,FSM,Primary,4299,21532,0.199656325
2021-22,2022,North East Lincolnshire,E06000012,FSM,Primary,3992,12153,0.328478565
2021-22,2022,North East Lincolnshire,E06000012,Disadvantaged pupils,Primary,4400,12153,0.362050523
2021-22,2022,North Lincolnshire,E06000013,FSM,Primary,3362,12108,0.277667658
2021-22,2022,North Lincolnshire,E06000013,Disadvantaged pupils,Primary,3642,12108,0.300792864
2021-22,2022,York,E06000014,FSM,Primary,1883,11985,0.157113058
2021-22,2022,York,E06000014,Disadvantaged pupils,Primary,2071,11985,0.172799332
2021-22,2022,Derby,E06000015,FSM,Primary,6874,20935,0.328349654
2021-22,2022,Derby,E06000015,Disadvantaged pupils,Primary,7515,20935,0.358968235
2021-22,2022,Leicester,E06000016,FSM,Primary,7764,29949,0.259240709
2021-22,2022,Leicester,E06000016,Disadvantaged pupils,Primary,8444,29949,0.281945975
2021-22,2022,Rutland,E06000017,FSM,Primary,275,2511,0.10951812
2021-22,2022,Rutland,E06000017,Disadvantaged pupils,Primary,312,2511,0.124253286
2021-22,2022,Nottingham,E06000018,FSM,Primary,8615,23491,0.366736197
2021-22,2022,Nottingham,E06000018,Disadvantaged pupils,Primary,9317,23491,0.396619982
2021-22,2022,North Northamptonshire,E06000061,Disadvantaged pupils,Primary,5647,26387,0.214006897
2021-22,2022,North Northamptonshire,E06000061,FSM,Primary,5134,26387,0.194565506
2021-22,2022,West Northamptonshire,E06000062,FSM,Primary,4993,30868,0.161753272
2021-22,2022,West Northamptonshire,E06000062,Disadvantaged pupils,Primary,5541,30868,0.179506285
2021-22,2022,Birmingham,E08000025,FSM,Primary,38230,97416,0.392440667
2021-22,2022,Birmingham,E08000025,Disadvantaged pupils,Primary,42171,97416,0.432896034
2021-22,2022,Coventry,E08000026,FSM,Primary,7308,28000,0.261
2021-22,2022,Coventry,E08000026,Disadvantaged pupils,Primary,8061,28000,0.287892857
2021-22,2022,Dudley,E08000027,FSM,Primary,6480,24401,0.265562887
2021-22,2022,Dudley,E08000027,Disadvantaged pupils,Primary,6953,24401,0.284947338
2021-22,2022,Sandwell,E08000028,FSM,Primary,9552,30599,0.312167064
2021-22,2022,Sandwell,E08000028,Disadvantaged pupils,Primary,10521,30599,0.343834766
2021-22,2022,Solihull,E08000029,FSM,Primary,4148,17347,0.239119156
2021-22,2022,Solihull,E08000029,Disadvantaged pupils,Primary,4374,17347,0.252147345
2021-22,2022,Walsall,E08000030,Disadvantaged pupils,Primary,9345,23581,0.396293626
2021-22,2022,Walsall,E08000030,FSM,Primary,8681,23581,0.368135363
2021-22,2022,Wolverhampton,E08000031,FSM,Primary,9071,21742,0.417210928
2021-22,2022,Wolverhampton,E08000031,Disadvantaged pupils,Primary,9672,21742,0.444853279
2021-22,2022,Stoke-on-Trent,E06000021,FSM,Primary,7747,20357,0.380557057
2021-22,2022,Stoke-on-Trent,E06000021,Disadvantaged pupils,Primary,8340,20357,0.409687086
2021-22,2022,"Herefordshire, County of",E06000019,FSM,Primary,2034,11723,0.173505075
2021-22,2022,"Herefordshire, County of",E06000019,Disadvantaged pupils,Primary,2222,11723,0.189541926
2021-22,2022,Shropshire,E06000051,FSM,Primary,3429,18780,0.182587859
2021-22,2022,Shropshire,E06000051,Disadvantaged pupils,Primary,3734,18780,0.198828541
2021-22,2022,Telford and Wrekin,E06000020,FSM,Primary,4132,14553,0.283927712
2021-22,2022,Telford and Wrekin,E06000020,Disadvantaged pupils,Primary,4418,14553,0.303580018
2021-22,2022,Luton,E06000032,FSM,Primary,5407,20938,0.258238609
2021-22,2022,Luton,E06000032,Disadvantaged pupils,Primary,6023,20938,0.287658802
2021-22,2022,Bedford,E06000055,Disadvantaged pupils,Primary,3111,13957,0.222898904
2021-22,2022,Bedford,E06000055,FSM,Primary,2797,13957,0.200401232
2021-22,2022,Central Bedfordshire,E06000056,Disadvantaged pupils,Primary,2655,17855,0.148697844
2021-22,2022,Central Bedfordshire,E06000056,FSM,Primary,2437,17855,0.136488379
2021-22,2022,Peterborough,E06000031,Disadvantaged pupils,Primary,5899,18833,0.313226783
2021-22,2022,Peterborough,E06000031,FSM,Primary,5486,18833,0.291297191
2021-22,2022,Southend-on-Sea,E06000033,Disadvantaged pupils,Primary,3815,13483,0.282948899
2021-22,2022,Southend-on-Sea,E06000033,FSM,Primary,3493,13483,0.259066973
2021-22,2022,Thurrock,E06000034,Disadvantaged pupils,Primary,4127,15780,0.261533587
2021-22,2022,Thurrock,E06000034,FSM,Primary,3479,15780,0.220468948
2021-22,2022,Brighton and Hove,E06000043,Disadvantaged pupils,Primary,4041,15892,0.254278882
2021-22,2022,Brighton and Hove,E06000043,FSM,Primary,3780,15892,0.237855525
2021-22,2022,Portsmouth,E06000044,Disadvantaged pupils,Primary,5122,14086,0.363623456
2021-22,2022,Portsmouth,E06000044,FSM,Primary,4698,14086,0.333522647
2021-22,2022,Southampton,E06000045,Disadvantaged pupils,Primary,6410,18079,0.354555009
2021-22,2022,Southampton,E06000045,FSM,Primary,5966,18079,0.329996128
2021-22,2022,Bracknell Forest,E06000036,Disadvantaged pupils,Primary,1212,8771,0.138182647
2021-22,2022,Bracknell Forest,E06000036,FSM,Primary,1066,8771,0.121536883
2021-22,2022,Reading,E06000038,Disadvantaged pupils,Primary,3030,12630,0.239904988
2021-22,2022,Reading,E06000038,FSM,Primary,2758,12630,0.218368963
2021-22,2022,Slough,E06000039,Disadvantaged pupils,Primary,3422,14908,0.229541186
2021-22,2022,Slough,E06000039,FSM,Primary,3111,14908,0.208679903
2021-22,2022,Wokingham,E06000041,FSM,Primary,1242,13621,0.091182733
2021-22,2022,Wokingham,E06000041,Disadvantaged pupils,Primary,1359,13621,0.09977241
2021-22,2022,Medway,E06000035,Disadvantaged pupils,Primary,6481,22561,0.287265635
2021-22,2022,Medway,E06000035,FSM,Primary,5867,22561,0.26005053
2021-22,2022,Isle of Wight,E06000046,Disadvantaged pupils,Primary,2171,7981,0.27202105
2021-22,2022,Isle of Wight,E06000046,FSM,Primary,1970,7981,0.246836236
2021-22,2022,Bath and North East Somerset,E06000022,FSM,Primary,2114,11597,0.182288523
2021-22,2022,Bath and North East Somerset,E06000022,Disadvantaged pupils,Primary,2212,11597,0.190738984
2021-22,2022,"Bristol, City of",E06000023,Disadvantaged pupils,Primary,9037,31227,0.289396996
2021-22,2022,"Bristol, City of",E06000023,FSM,Primary,8665,31227,0.277484228
2021-22,2022,North Somerset,E06000024,Disadvantaged pupils,Primary,2676,15025,0.178103161
2021-22,2022,North Somerset,E06000024,FSM,Primary,2456,15025,0.163460899
2021-22,2022,South Gloucestershire,E06000025,Disadvantaged pupils,Primary,3122,20663,0.151091323
2021-22,2022,South Gloucestershire,E06000025,FSM,Primary,2875,20663,0.139137589
